Alcaldia,Intensidad,Entidad,Area,Perimetro
Tláhuac,Alto,Ciudad de México,375396.561298,3368.57498921
Tláhuac,Medio,Ciudad de México,395016.198102,3006.23206568
Iztacalco,Bajo,Ciudad de México,159647.849326,1909.87198898
Iztapalapa,Alto,Ciudad de México,182727.38729100002,1921.67498003
Iztapalapa,Alto,Ciudad de México,302939.206965,2727.18904858
Iztapalapa,Muy Bajo,Ciudad de México,139835.47829600002,2346.50490577
Iztapalapa,Alto,Ciudad de México,230792.51354899997,2116.1629489
Iztapalapa,Muy Alto,Ciudad de México,199916.628301,1820.73765309
Iztapalapa,Medio,Ciudad de México,234501.29494899997,2543.37039746
Iztapalapa,Alto,Ciudad de México,112977.637019,1556.74758869
Iztapalapa,Muy Alto,Ciudad de México,1171216.26214,4618.83789596
Iztapalapa,Alto,Ciudad de México,143774.962951,1768.7517002
Iztapalapa,Medio,Ciudad de México,97265.11204400001,1344.21992475
Iztapalapa,Alto,Ciudad de México,225488.858073,2113.09458281
Iztapalapa,Bajo,Ciudad de México,103017.37397300001,1649.85742799
Iztapalapa,Muy Alto,Ciudad de México,112907.88993199999,1309.45531861
Iztapalapa,Medio,Ciudad de México,263600.343771,2128.49323174
Iztacalco,Medio,Ciudad de México,108832.574784,1564.22610689
Milpa Alta,Alto,Ciudad de México,873442.960614,6424.93876922
Iztapalapa,Muy Alto,Ciudad de México,16128.7718411,562.791076175
Iztapalapa,Alto,Ciudad de México,303792.89548400004,2456.04124644
Tlalpan,Bajo,Ciudad de México,189966.46868,2888.68032197
Iztapalapa,Medio,Ciudad de México,260087.68584000002,2695.26526546
Iztapalapa,Medio,Ciudad de México,180374.622904,1983.81401554
Iztapalapa,Alto,Ciudad de México,188927.955879,2358.46760923
Iztapalapa,Alto,Ciudad de México,284639.410503,2326.98854685
Iztapalapa,Bajo,Ciudad de México,341189.632623,2997.44560897
Iztapalapa,Alto,Ciudad de México,23373.5948851,640.585508441
Xochimilco,Alto,Ciudad de MÃ©xico,366268.737458,3098.60258378
Xochimilco,Muy Alto,Ciudad de MÃ©xico,142933.015078,1960.19799291
Xochimilco,Alto,Ciudad de MÃ©xico,265392.40612600005,2293.43345985
Xochimilco,Alto,Ciudad de MÃ©xico,274741.611952,2494.52602003
Xochimilco,Bajo,Ciudad de MÃ©xico,286622.020527,2508.63182814
Xochimilco,Alto,Ciudad de MÃ©xico,440873.225911,4618.124228199999
Xochimilco,Muy Alto,Ciudad de MÃ©xico,899498.271458,4302.57539826
Xochimilco,Medio,Ciudad de MÃ©xico,217797.254902,1904.12486416
Xochimilco,Medio,Ciudad de MÃ©xico,373905.376522,2706.24211234
Milpa Alta,Alto,Ciudad de MÃ©xico,864923.8070870001,4834.56019747
Iztapalapa,Muy Bajo,Ciudad de MÃ©xico,139835.47829600002,2346.50490577
Iztapalapa,Alto,Ciudad de MÃ©xico,144659.98005699998,1766.23612643
Iztapalapa,Medio,Ciudad de MÃ©xico,349735.414184,2478.81308848
Iztapalapa,Medio,Ciudad de MÃ©xico,173149.981902,2113.60546607
Iztapalapa,Alto,Ciudad de MÃ©xico,631901.635906,4068.27421939
Iztapalapa,Muy Alto,Ciudad de MÃ©xico,64019.30533049999,1554.14971796
Iztapalapa,Medio,Ciudad de MÃ©xico,342083.545912,3118.03256074
Iztapalapa,Alto,Ciudad de MÃ©xico,194062.034289,1909.00469285
Iztapalapa,Alto,Ciudad de MÃ©xico,372990.451129,2524.88762083
Iztacalco,Medio,Ciudad de MÃ©xico,110489.38696300001,1903.07097038
Iztapalapa,Alto,Ciudad de MÃ©xico,91482.93106039999,1348.49663401
Iztacalco,Medio,Ciudad de MÃ©xico,213692.529515,2581.48951491
Iztapalapa,Medio,Ciudad de MÃ©xico,339455.288871,2594.96267052
Iztapalapa,Muy Bajo,Ciudad de MÃ©xico,27155.7556251,1161.91782732
Iztapalapa,Muy Alto,Ciudad de MÃ©xico,36108.546611800004,959.6499181060001
Iztapalapa,Muy Alto,Ciudad de MÃ©xico,37639.640976300005,972.27921078
Iztapalapa,Alto,Ciudad de MÃ©xico,157984.908999,2239.96042957
Iztapalapa,Medio,Ciudad de MÃ©xico,180374.622904,1983.81401554
Iztapalapa,Alto,Ciudad de MÃ©xico,315398.576618,2383.29244577
Iztapalapa,Alto,Ciudad de MÃ©xico,185360.217494,1789.10904486
Iztapalapa,Bajo,Ciudad de MÃ©xico,157728.921859,1724.54838372
Iztapalapa,Muy Alto,Ciudad de MÃ©xico,274561.505827,2177.24747364
Gustavo A. Madero,Bajo,Ciudad de MÃ©xico,913730.615126,5960.37169803
Iztapalapa,Alto,Ciudad de MÃ©xico,199335.806363,2187.10741584
Iztapalapa,Medio,Ciudad de MÃ©xico,70492.2546618,1384.72627352
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,274767.98932399997,2215.92185601
Gustavo A. Madero,Alto,Ciudad de MÃ©xico,267629.233118,2582.34742985
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,181930.28483299998,1985.50579127
Gustavo A. Madero,Alto,Ciudad de MÃ©xico,184737.165307,2169.66787543
Iztacalco,Alto,Ciudad de MÃ©xico,140479.723593,1689.80673781
Iztacalco,Alto,Ciudad de MÃ©xico,144408.23941900002,1901.92132997
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,224249.866962,2418.91532458
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,234706.375098,2450.25701528
Gustavo A. Madero,Bajo,Ciudad de MÃ©xico,227839.06143200002,1921.10992598
Azcapotzalco,Medio,Ciudad de MÃ©xico,544939.599185,3006.46994131
Benito Juárez,Muy Bajo,Ciudad de México,123522.838236,1794.42953695
Benito Juárez,Muy Bajo,Ciudad de México,377818.190981,2670.66342485
Benito Juárez,Muy Bajo,Ciudad de México,286994.729481,2161.43145718
Benito Juárez,Bajo,Ciudad de México,227636.090614,2078.80957073
Benito Juárez,Muy Bajo,Ciudad de México,276661.857731,2575.01810131
Benito Juárez,Muy Bajo,Ciudad de México,244906.378125,2110.93497902
Xochimilco,Medio,Ciudad de México,258083.3778,2443.10247328
Tláhuac,Alto,Ciudad de México,174012.069808,2116.28755195
Tláhuac,Muy Alto,Ciudad de México,337128.76197600004,3082.76184479
Tlalpan,Alto,Ciudad de México,306113.24981999997,3318.66035953
Tlalpan,Muy Bajo,Ciudad de México,47630.645502900006,886.4717303819999
Tláhuac,Alto,Ciudad de México,736257.249736,3778.83056046
Iztapalapa,Medio,Ciudad de MÃ©xico,190761.007094,2358.87811043
Gustavo A. Madero,Bajo,Ciudad de MÃ©xico,363140.253164,2967.10287075
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,73621.217003,1312.78491112
Iztapalapa,Alto,Ciudad de MÃ©xico,90105.0734006,1558.08473678
Iztapalapa,Alto,Ciudad de MÃ©xico,179648.057594,1780.77566996
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,210690.109573,2832.90964035
Gustavo A. Madero,Alto,Ciudad de MÃ©xico,268213.212341,2071.05173533
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,327257.14976500004,2335.67834748
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,251556.282308,2363.08828851
Iztacalco,Medio,Ciudad de MÃ©xico,115762.670199,1370.91480482
Venustiano Carranza,Medio,Ciudad de MÃ©xico,174926.911849,1638.71005116
Venustiano Carranza,Medio,Ciudad de MÃ©xico,215958.14531700002,2229.09618689
Venustiano Carranza,Medio,Ciudad de MÃ©xico,124511.805076,1422.25000199
Venustiano Carranza,Medio,Ciudad de MÃ©xico,250819.25780100003,2279.27261687
Venustiano Carranza,Muy Bajo,Ciudad de MÃ©xico,70661.54384269999,1182.78814374
Venustiano Carranza,Bajo,Ciudad de MÃ©xico,119752.6571,1855.8022458
Venustiano Carranza,Bajo,Ciudad de MÃ©xico,217995.608698,2093.90650553
Venustiano Carranza,Bajo,Ciudad de MÃ©xico,223926.750183,1927.27635973
Miguel Hidalgo,Bajo,Ciudad de MÃ©xico,361299.830236,4220.72230833
Azcapotzalco,Bajo,Ciudad de MÃ©xico,316691.513807,2399.83047727
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,147162.140973,1826.33191144
Venustiano Carranza,Alto,Ciudad de MÃ©xico,196331.66443099998,2637.90462592
Azcapotzalco,Bajo,Ciudad de MÃ©xico,205556.862367,1960.62099739
Venustiano Carranza,Medio,Ciudad de MÃ©xico,276829.01839499996,2892.29342427
Venustiano Carranza,Bajo,Ciudad de MÃ©xico,163730.213535,1807.59770328
Venustiano Carranza,Muy Bajo,Ciudad de MÃ©xico,90718.83018769999,1280.05603227
Xochimilco,Muy Bajo,Ciudad de México,393985.529735,2690.88441573
Iztapalapa,Muy Bajo,Ciudad de México,144945.433724,1676.93204501
Tlalpan,Muy Bajo,Ciudad de México,289567.772757,2340.41217109
Gustavo A. Madero,Medio,Ciudad de México,378425.46205900004,2768.12397319
Iztacalco,Bajo,Ciudad de México,130860.34153599999,1604.05813494
Iztacalco,Alto,Ciudad de México,140479.723593,1689.80673781
Xochimilco,Medio,Ciudad de MÃ©xico,53528.760180000005,1358.54634422
Xochimilco,Muy Bajo,Ciudad de MÃ©xico,263083.523396,2284.84026444
Xochimilco,Muy Alto,Ciudad de MÃ©xico,113983.79683900002,1653.40596598
Xochimilco,Alto,Ciudad de MÃ©xico,2168685.34872,10008.7827885
Xochimilco,Bajo,Ciudad de MÃ©xico,3171486.8043,9228.91187152
Xochimilco,Muy Alto,Ciudad de MÃ©xico,1190487.05737,4927.69730656
Xochimilco,Medio,Ciudad de MÃ©xico,384976.151567,2920.32574604
Xochimilco,Alto,Ciudad de MÃ©xico,254787.099773,2717.54400245
Tlalpan,Muy Bajo,Ciudad de MÃ©xico,198242.78076199998,2582.28430104
Tlalpan,Muy Bajo,Ciudad de MÃ©xico,108093.423068,1382.83424992
Tlalpan,Muy Bajo,Ciudad de MÃ©xico,74594.42923169999,1271.09877707
Tlalpan,Muy Bajo,Ciudad de MÃ©xico,95026.11601950001,1321.93175215
Tlalpan,Bajo,Ciudad de MÃ©xico,68605.8167601,1543.37936818
Iztacalco,Medio,Ciudad de MÃ©xico,150862.802451,1942.49684134
Iztapalapa,Muy Bajo,Ciudad de MÃ©xico,310404.407831,2286.34369787
Xochimilco,Alto,Ciudad de MÃ©xico,626179.582984,4211.92731454
Iztapalapa,Medio,Ciudad de MÃ©xico,45280.8642518,935.0024466130001
Iztapalapa,Medio,Ciudad de MÃ©xico,309271.97320300003,2970.62308703
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,124067.31459200001,1583.36416676
Iztacalco,Alto,Ciudad de MÃ©xico,114909.46733399999,1533.77332475
Gustavo A. Madero,Bajo,Ciudad de MÃ©xico,231240.478002,1963.23059205
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,81305.7097603,1368.07353492
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,139184.929324,1897.0440318
Gustavo A. Madero,Bajo,Ciudad de MÃ©xico,298498.42809,2657.14040963
Iztacalco,Alto,Ciudad de MÃ©xico,114343.06012200001,1388.0655192
Gustavo A. Madero,Bajo,Ciudad de MÃ©xico,155413.418844,1718.92162217
Tlalpan,Muy Bajo,Ciudad de MÃ©xico,355764.620926,2857.48087057
Iztacalco,Bajo,Ciudad de MÃ©xico,159647.849326,1909.87198898
Iztacalco,Alto,Ciudad de MÃ©xico,149691.339402,1691.26041436
Iztapalapa,Bajo,Ciudad de MÃ©xico,233348.741023,2534.6177031999996
Iztapalapa,Muy Alto,Ciudad de MÃ©xico,256489.99105799999,2624.69656179
Iztapalapa,Bajo,Ciudad de MÃ©xico,154644.966424,1579.5332765
Iztapalapa,Alto,Ciudad de MÃ©xico,191091.004966,1884.13479353
Iztapalapa,Alto,Ciudad de MÃ©xico,266886.567801,2107.55968299
Iztacalco,Medio,Ciudad de MÃ©xico,276058.590272,3303.17187242
Iztapalapa,Alto,Ciudad de MÃ©xico,11110.1747761,433.29700611199996
Iztapalapa,Medio,Ciudad de MÃ©xico,344807.193401,2973.63137163
Iztapalapa,Alto,Ciudad de MÃ©xico,146078.177008,2081.92578348
Iztapalapa,Medio,Ciudad de MÃ©xico,177479.456921,2596.06098093
Iztapalapa,Alto,Ciudad de MÃ©xico,48844.15487790001,904.32390243
Iztapalapa,Alto,Ciudad de MÃ©xico,132438.068496,1620.00526738
Iztapalapa,Alto,Ciudad de MÃ©xico,117314.689553,1804.37817429
Iztapalapa,Muy Bajo,Ciudad de MÃ©xico,382540.774773,4304.75360936
Iztapalapa,Bajo,Ciudad de MÃ©xico,387899.45316100004,2947.11914408
Iztapalapa,Medio,Ciudad de MÃ©xico,75159.51188610001,1214.63019002
Iztapalapa,Medio,Ciudad de MÃ©xico,279580.887017,2913.63792957
Iztapalapa,Bajo,Ciudad de MÃ©xico,134681.853358,2142.32806932
Iztapalapa,Bajo,Ciudad de MÃ©xico,241546.211391,2363.02101146
Iztapalapa,Alto,Ciudad de MÃ©xico,211758.565895,2374.09678558
Iztapalapa,Medio,Ciudad de MÃ©xico,570480.007479,3380.99096847
Iztapalapa,Muy Alto,Ciudad de MÃ©xico,97867.94979260002,1463.54175698
Iztapalapa,Alto,Ciudad de MÃ©xico,137924.64469400002,1860.01420331
Iztapalapa,Alto,Ciudad de MÃ©xico,163881.912785,1956.37896847
Iztapalapa,Muy Alto,Ciudad de MÃ©xico,14962.4768764,488.30561906099996
Iztapalapa,Medio,Ciudad de MÃ©xico,156509.08276,1885.06002242
Iztapalapa,Alto,Ciudad de MÃ©xico,150972.884006,1998.44377435
Iztapalapa,Muy Alto,Ciudad de MÃ©xico,48954.4085421,915.74264763
Iztapalapa,Medio,Ciudad de MÃ©xico,392251.823722,3082.10328808
Iztapalapa,Medio,Ciudad de MÃ©xico,362001.10487399995,2872.74355734
Venustiano Carranza,Bajo,Ciudad de MÃ©xico,71550.56385199999,1192.29967127
Venustiano Carranza,Medio,Ciudad de MÃ©xico,107232.33596699999,2064.75532246
Iztacalco,Medio,Ciudad de México,251232.84551999997,2586.91578562
Gustavo A. Madero,Medio,Ciudad de México,356344.092237,2787.14868608
Gustavo A. Madero,Medio,Ciudad de México,153341.28964,1569.46779436
Gustavo A. Madero,Alto,Ciudad de México,260967.81181999997,3361.85293017
Azcapotzalco,Bajo,Ciudad de México,156423.432857,2088.04563725
Coyoacán,Bajo,Ciudad de México,171868.974755,1754.82219092
Coyoacán,Muy Bajo,Ciudad de México,309654.359825,2405.94118986
Azcapotzalco,Bajo,Ciudad de México,55149.176140100004,1060.49036654
Iztacalco,Bajo,Ciudad de México,166967.346606,2007.04320741
Coyoacán,Muy Bajo,Ciudad de México,63001.4839571,1074.94908979
Coyoacán,Bajo,Ciudad de México,387133.34456399997,2793.77649023
Coyoacán,Bajo,Ciudad de México,197967.146895,1777.85978657
Coyoacán,Bajo,Ciudad de México,182071.466078,1866.99433094
Azcapotzalco,Medio,Ciudad de México,1928335.3294099998,6847.795279999999
Coyoacán,Muy Bajo,Ciudad de México,374800.30855,2697.95263429
Coyoacán,Muy Bajo,Ciudad de México,364326.504922,3373.01232988
Azcapotzalco,Medio,Ciudad de México,1380526.2904700001,5894.06903094
Coyoacán,Muy Bajo,Ciudad de México,252109.126865,2211.13637132
Gustavo A. Madero,Medio,Ciudad de México,181639.09031099998,1931.81301624
Coyoacán,Muy Bajo,Ciudad de México,51260.917482,958.9689668210001
Coyoacán,Bajo,Ciudad de México,137744.97213,1556.52606468
Iztapalapa,Alto,Ciudad de México,397459.202795,3822.71171784
Coyoacán,Bajo,Ciudad de México,159974.966257,1729.82394051
Iztapalapa,Alto,Ciudad de México,127296.50770999999,1443.99964906
Coyoacán,Bajo,Ciudad de México,335711.260939,3108.03388041
Azcapotzalco,Muy Bajo,Ciudad de México,212865.122493,2771.68975479
Coyoacán,Muy Bajo,Ciudad de México,1230481.51251,4378.52203993
Venustiano Carranza,Muy Bajo,Ciudad de México,129488.93590899999,1531.06591346
Venustiano Carranza,Medio,Ciudad de México,305100.971801,2978.99280938
Venustiano Carranza,Medio,Ciudad de México,107232.33596699999,2064.75532246
Venustiano Carranza,Muy Alto,Ciudad de México,137699.805575,1703.13583483
Venustiano Carranza,Medio,Ciudad de México,240020.838196,2324.4980936
Cuauhtémoc,Medio,Ciudad de México,132688.57193900002,1461.07765044
Cuauhtémoc,Bajo,Ciudad de México,292861.74469699996,2577.85595699
Benito Juárez,Muy Bajo,Ciudad de México,329015.491059,2408.25392365
Cuauhtémoc,Bajo,Ciudad de México,261377.570975,2335.27046152
Gustavo A. Madero,Medio,Ciudad de México,280489.979226,2288.14691748
Cuauhtémoc,Bajo,Ciudad de México,282042.037803,2605.25482803
Cuauhtémoc,Muy Bajo,Ciudad de México,158015.833077,1896.22115021
Cuauhtémoc,Bajo,Ciudad de México,621443.858288,5069.45669053
Cuauhtémoc,Medio,Ciudad de México,98865.74783060001,1271.89489845
Benito Juárez,Muy Bajo,Ciudad de México,286241.948066,2774.56278993
Gustavo A. Madero,Alto,Ciudad de México,398920.743472,3479.03590751
Gustavo A. Madero,Alto,Ciudad de México,208086.019498,2335.77205738
Gustavo A. Madero,Bajo,Ciudad de México,402681.52352399996,2592.57625921
Gustavo A. Madero,Bajo,Ciudad de México,192766.418373,1783.94760636
Gustavo A. Madero,Medio,Ciudad de México,311968.071676,3418.17364854
Cuauhtémoc,Muy Bajo,Ciudad de México,274051.529114,2599.59577042
Cuauhtémoc,Muy Bajo,Ciudad de México,135983.488878,1482.87000639
Venustiano Carranza,Alto,Ciudad de México,22976.7136455,642.569997036
Venustiano Carranza,Medio,Ciudad de México,152108.545553,1736.92266586
Venustiano Carranza,Medio,Ciudad de México,186051.010413,2619.29861581
Venustiano Carranza,Muy Bajo,Ciudad de México,398903.768929,2714.10427347
Venustiano Carranza,Bajo,Ciudad de México,92489.3684689,1276.8269934
Venustiano Carranza,Muy Bajo,Ciudad de México,78932.4626613,1837.861605
Tlalpan,Bajo,Ciudad de México,76436.3766971,1179.38320153
Xochimilco,Alto,Ciudad de México,973904.029201,6805.44825625
Xochimilco,Muy Bajo,Ciudad de México,137918.423827,1966.91053271
Xochimilco,Alto,Ciudad de México,274741.611952,2494.52602003
Benito Juárez,Muy Bajo,Ciudad de México,271395.742928,2332.2228681999995
Xochimilco,Alto,Ciudad de México,141590.66646900002,2335.11331499
Tlalpan,Muy Bajo,Ciudad de México,82380.6745526,1548.12069952
Tláhuac,Alto,Ciudad de México,791530.7255279999,3719.03584854
Tláhuac,Alto,Ciudad de México,91159.9006416,1795.83798225
Tláhuac,Alto,Ciudad de México,282236.563441,2150.62064381
Xochimilco,Muy Bajo,Ciudad de México,763846.55636,3674.42553823
Tláhuac,Bajo,Ciudad de México,160083.02520899998,1994.11551755
Tláhuac,Alto,Ciudad de México,243117.240122,2294.06096275
Iztacalco,Medio,Ciudad de México,300355.063802,2409.4265513
Iztapalapa,Medio,Ciudad de México,11058.754102500001,423.83124345699997
Iztapalapa,Muy Alto,Ciudad de México,407885.91427199997,3382.54963853
Iztapalapa,Alto,Ciudad de México,129996.604993,1578.04046155
Iztapalapa,Alto,Ciudad de México,10199.0248905,412.510016419
Iztacalco,Medio,Ciudad de México,228158.917368,2129.95613876
Iztapalapa,Alto,Ciudad de México,98690.03119780001,1379.43375322
Iztapalapa,Bajo,Ciudad de México,145820.664994,1534.96760489
Iztacalco,Medio,Ciudad de México,244730.486257,2069.48630704
Iztapalapa,Medio,Ciudad de México,344807.193401,2973.63137163
Iztapalapa,Medio,Ciudad de México,153030.578543,2165.54141654
Iztapalapa,Muy Alto,Ciudad de México,21676.2641696,680.388903367
Iztapalapa,Alto,Ciudad de México,273253.348415,2169.12837111
Iztapalapa,Muy Bajo,Ciudad de México,342439.08481100004,2411.16400775
Iztapalapa,Muy Bajo,Ciudad de México,95471.4259151,1907.45950937
Iztapalapa,Alto,Ciudad de México,334787.926904,3578.80978286
Iztapalapa,Alto,Ciudad de México,212468.707178,1888.85314374
Iztapalapa,Alto,Ciudad de México,12892.3425219,552.546726926
Iztapalapa,Alto,Ciudad de México,598085.677649,3260.48353326
Iztacalco,Medio,Ciudad de MÃ©xico,298738.463263,2824.14984024
Iztacalco,Medio,Ciudad de MÃ©xico,191175.270182,2245.64328254
Iztacalco,Medio,Ciudad de MÃ©xico,89323.90598889999,1562.71129263
Gustavo A. Madero,Alto,Ciudad de MÃ©xico,144228.24984,1769.43372577
Gustavo A. Madero,Alto,Ciudad de MÃ©xico,198756.24615,1820.40110745
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,175357.63931600002,2418.57485828
Iztacalco,Medio,Ciudad de MÃ©xico,226519.12946999999,2363.71248202
Venustiano Carranza,Muy Bajo,Ciudad de MÃ©xico,111436.012907,1706.30013208
Venustiano Carranza,Bajo,Ciudad de MÃ©xico,219833.63375900002,3721.5268636
Venustiano Carranza,Medio,Ciudad de MÃ©xico,152108.545553,1736.92266586
Venustiano Carranza,Medio,Ciudad de MÃ©xico,208884.977044,2096.61187607
Venustiano Carranza,Bajo,Ciudad de MÃ©xico,445157.42646099994,2859.96433582
Venustiano Carranza,Muy Alto,Ciudad de MÃ©xico,306694.902589,2368.20715766
Venustiano Carranza,Medio,Ciudad de MÃ©xico,124633.739165,1651.34778859
Iztapalapa,Muy Alto,Ciudad de México,97867.94979260002,1463.54175698
Iztapalapa,Alto,Ciudad de México,242609.291035,2653.73361411
Iztapalapa,Alto,Ciudad de México,273859.181322,2796.61377417
Iztapalapa,Medio,Ciudad de México,86151.3819719,1230.72993154
Tláhuac,Alto,Ciudad de México,207741.828319,1965.80865371
Tláhuac,Alto,Ciudad de México,204736.131394,2266.32582098
Gustavo A. Madero,Medio,Ciudad de México,149013.442849,1709.8298110999997
Benito Juárez,Muy Bajo,Ciudad de México,379083.785601,2760.53087275
Xochimilco,Alto,Ciudad de México,254787.099773,2717.54400245
Benito Juárez,Muy Bajo,Ciudad de México,373257.44153400004,3133.85023437
Xochimilco,Bajo,Ciudad de México,240445.129446,2367.40933853
Benito Juárez,Muy Bajo,Ciudad de México,246572.699465,2630.9432636
Xochimilco,Bajo,Ciudad de México,252634.69338699998,2740.71104145
Xochimilco,Alto,Ciudad de México,388138.674091,4336.41617023
Tláhuac,Alto,Ciudad de México,556546.51464,3495.00931564
Tláhuac,Alto,Ciudad de México,510497.91637600004,5448.39529646
Iztapalapa,Bajo,Ciudad de México,52460.5325147,1412.05923311
Iztapalapa,Medio,Ciudad de México,124843.73413900001,1661.45829152
Tlalpan,Medio,Ciudad de México,508427.93780200003,3138.4914959000002
Iztapalapa,Alto,Ciudad de México,144659.98005699998,1766.23612643
Iztapalapa,Muy Alto,Ciudad de México,256489.99105799999,2624.69656179
Iztapalapa,Medio,Ciudad de México,349735.414184,2478.81308848
Iztapalapa,Bajo,Ciudad de México,232473.712316,3196.79607576
Iztacalco,Alto,Ciudad de México,117736.719373,1535.07586432
Iztapalapa,Alto,Ciudad de México,631901.635906,4068.27421939
Iztapalapa,Medio,Ciudad de México,481645.809462,3179.23904466
Iztapalapa,Alto,Ciudad de México,243603.203919,2177.95580336
Iztapalapa,Medio,Ciudad de México,51391.2123648,907.0468211460001
Iztapalapa,Bajo,Ciudad de México,37323.7690322,791.079331625
Iztapalapa,Medio,Ciudad de México,151458.09854500002,1638.40291498
Tlalpan,Bajo,Ciudad de México,354949.82612399996,2876.54535036
Iztapalapa,Bajo,Ciudad de México,200770.535787,2789.35605009
Iztapalapa,Alto,Ciudad de México,266659.03421199997,2273.82035904
Iztapalapa,Muy Alto,Ciudad de México,99037.0085007,1358.35165573
Iztapalapa,Medio,Ciudad de México,74213.1262954,1246.43517169
Iztapalapa,Bajo,Ciudad de México,157728.921859,1724.54838372
Iztapalapa,Bajo,Ciudad de México,130630.08980799999,1506.08129303
Cuauhtémoc,Medio,Ciudad de México,202360.644791,2190.99276103
Benito Juárez,Muy Bajo,Ciudad de México,277193.401688,2499.60585822
Cuauhtémoc,Bajo,Ciudad de México,288304.126573,2793.81657007
Benito Juárez,Muy Bajo,Ciudad de México,318568.534497,2398.07342768
Cuauhtémoc,Muy Bajo,Ciudad de México,281436.674242,2391.24293203
Gustavo A. Madero,Medio,Ciudad de México,210690.109573,2832.90964035
Gustavo A. Madero,Bajo,Ciudad de México,397953.964923,3144.85328746
Cuauhtémoc,Medio,Ciudad de México,165954.112579,1637.42335346
Gustavo A. Madero,Alto,Ciudad de México,198756.24615,1820.40110745
Gustavo A. Madero,Medio,Ciudad de México,273484.193219,2099.5969597
Gustavo A. Madero,Bajo,Ciudad de México,325671.400944,2813.33969379
Iztacalco,Muy Bajo,Ciudad de México,165907.575411,1968.59707009
Cuauhtémoc,Bajo,Ciudad de México,229089.11912800002,2490.71456203
Cuauhtémoc,Medio,Ciudad de México,500694.053514,3466.78362885
Iztacalco,Alto,Ciudad de México,91354.43393530001,1267.79917772
Iztacalco,Medio,Ciudad de México,115762.670199,1370.91480482
Gustavo A. Madero,Medio,Ciudad de México,332794.264531,2489.62485036
Iztacalco,Medio,Ciudad de México,196633.689839,1998.97126697
Cuauhtémoc,Medio,Ciudad de México,192775.88949,1992.99322072
Gustavo A. Madero,Medio,Ciudad de México,311896.27328,2572.7195976
Venustiano Carranza,Bajo,Ciudad de México,202615.478215,2804.73907922
Venustiano Carranza,Bajo,Ciudad de México,219833.63375900002,3721.5268636
Venustiano Carranza,Medio,Ciudad de México,260018.61438400001,2603.39808519
Venustiano Carranza,Medio,Ciudad de México,127209.496737,1988.45675554
Cuauhtémoc,Bajo,Ciudad de México,242259.100123,2450.22705901
Venustiano Carranza,Bajo,Ciudad de México,97589.7064227,1617.89322187
Venustiano Carranza,Medio,Ciudad de México,179369.638701,1769.09010201
Miguel Hidalgo,Muy Bajo,Ciudad de México,141909.408518,2824.77859564
Venustiano Carranza,Bajo,Ciudad de México,223926.750183,1927.27635973
Cuauhtémoc,Bajo,Ciudad de México,416375.010796,2634.27858192
Venustiano Carranza,Alto,Ciudad de México,155063.979329,1709.36365572
Venustiano Carranza,Muy Bajo,Ciudad de México,377072.856442,3868.14833038
Venustiano Carranza,Bajo,Ciudad de México,126300.75508699998,2404.49843151
Coyoacán,Alto,Ciudad de México,355012.655932,2588.18900152
Gustavo A. Madero,Bajo,Ciudad de México,147602.244465,1873.3868550999998
Iztapalapa,Alto,Ciudad de México,94652.3972242,1326.31182114
Iztapalapa,Muy Alto,Ciudad de México,107904.43123199999,1325.33235663
Iztapalapa,Muy Alto,Ciudad de México,48954.4085421,915.74264763
Iztapalapa,Muy Alto,Ciudad de México,684335.567231,4625.10987137
Coyoacán,Muy Bajo,Ciudad de México,320612.950022,3948.1593399999997
Gustavo A. Madero,Medio,Ciudad de México,147162.140973,1826.33191144
Iztapalapa,Muy Bajo,Ciudad de México,189464.755279,1971.96665992
Venustiano Carranza,Alto,Ciudad de México,196331.66443099998,2637.90462592
Venustiano Carranza,Bajo,Ciudad de México,276416.586131,2285.55171179
Venustiano Carranza,Bajo,Ciudad de México,150305.12051500002,2861.31718312
Venustiano Carranza,Muy Bajo,Ciudad de México,71681.8710046,1144.62600549
Miguel Hidalgo,Muy Bajo,Ciudad de México,250960.48774,2378.23065187
Cuauhtémoc,Bajo,Ciudad de México,172318.40681400002,3553.26355298
Cuauhtémoc,Bajo,Ciudad de México,439576.32953100005,2780.88301221
Cuauhtémoc,Muy Bajo,Ciudad de México,215343.689537,2007.28664189
Venustiano Carranza,Medio,Ciudad de México,208109.14667000002,1910.35819089
Venustiano Carranza,Bajo,Ciudad de México,46924.274149000004,927.735727014
Benito Juárez,Muy Bajo,Ciudad de México,292340.188809,2709.35297172
Xochimilco,Alto,Ciudad de México,1844739.1471099998,6270.08750829
Iztapalapa,Alto,Ciudad de México,157942.863122,1777.60546131
