Alcaldia,Intensidad,Entidad,Area,Perimetro
Iztapalapa,Alto,Ciudad de México,312031.270798,2682.9944173
Iztapalapa,Muy Bajo,Ciudad de México,310404.407831,2286.34369787
Azcapotzalco,Medio,Ciudad de México,168944.511166,2144.80380335
Iztacalco,Medio,Ciudad de México,325932.618446,2413.19856095
Gustavo A. Madero,Bajo,Ciudad de México,215272.652386,2546.00629624
Gustavo A. Madero,Medio,Ciudad de México,169218.912177,2220.05907777
Gustavo A. Madero,Bajo,Ciudad de México,247867.70261799998,2657.35265259
Coyoacán,Bajo,Ciudad de México,161673.05704,1742.30137121
Coyoacán,Muy Bajo,Ciudad de México,160625.212787,1637.81458236
Gustavo A. Madero,Alto,Ciudad de México,275322.33622199995,2384.93863167
Coyoacán,Muy Bajo,Ciudad de México,116679.637232,1615.20986299
Azcapotzalco,Muy Bajo,Ciudad de México,223062.712727,2239.48747799
Coyoacán,Bajo,Ciudad de México,270629.138957,2304.59675903
Coyoacán,Bajo,Ciudad de México,309682.118335,2774.56604866
Gustavo A. Madero,Muy Bajo,Ciudad de MÃ©xico,97217.024402,1377.28402996
Iztapalapa,Medio,Ciudad de MÃ©xico,453391.85375600006,2793.6266760000003
Iztapalapa,Alto,Ciudad de MÃ©xico,102090.285288,1462.76604874
Gustavo A. Madero,Alto,Ciudad de MÃ©xico,283019.88344,2183.69221102
Iztacalco,Medio,Ciudad de MÃ©xico,107860.88628199999,1341.98935768
Azcapotzalco,Bajo,Ciudad de MÃ©xico,237492.115155,1960.65654357
Azcapotzalco,Medio,Ciudad de MÃ©xico,313661.62928,2596.9758043
Iztacalco,Bajo,Ciudad de MÃ©xico,245204.226604,2188.46581033
Iztapalapa,Medio,Ciudad de MÃ©xico,106573.853472,1765.68607241
Gustavo A. Madero,Alto,Ciudad de MÃ©xico,208835.165454,2070.59052458
Gustavo A. Madero,Bajo,Ciudad de MÃ©xico,170973.941632,2438.26867561
Azcapotzalco,Medio,Ciudad de MÃ©xico,195310.521091,2292.81535045
Iztapalapa,Medio,Ciudad de MÃ©xico,97338.29643510001,1371.74271483
Iztapalapa,Muy Alto,Ciudad de MÃ©xico,107904.43123199999,1325.33235663
Iztapalapa,Bajo,Ciudad de MÃ©xico,763834.9062859999,3948.21962332
Iztapalapa,Alto,Ciudad de MÃ©xico,270963.060573,3228.21854783
Iztapalapa,Muy Bajo,Ciudad de MÃ©xico,179136.815043,2037.28259362
Gustavo A. Madero,Bajo,Ciudad de MÃ©xico,249848.140296,2388.03992504
Gustavo A. Madero,Bajo,Ciudad de MÃ©xico,265056.091796,2452.58783628
Iztapalapa,Alto,Ciudad de MÃ©xico,153979.278808,1585.7355119000001
Iztapalapa,Muy Bajo,Ciudad de MÃ©xico,189464.755279,1971.96665992
Azcapotzalco,Medio,Ciudad de MÃ©xico,227932.770172,2071.34405753
Venustiano Carranza,Alto,Ciudad de MÃ©xico,19149.821986000003,824.248845228
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,154505.46581300002,1718.91514729
Gustavo A. Madero,Alto,Ciudad de MÃ©xico,208086.019498,2335.77205738
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,247781.227798,2345.21388694
Gustavo A. Madero,Bajo,Ciudad de MÃ©xico,414597.33409099997,2913.95431742
Gustavo A. Madero,Bajo,Ciudad de MÃ©xico,208833.33543399998,2542.92200946
Gustavo A. Madero,Bajo,Ciudad de MÃ©xico,397953.964923,3144.85328746
Gustavo A. Madero,Alto,Ciudad de MÃ©xico,189020.67671600002,2141.21128997
Iztacalco,Medio,Ciudad de MÃ©xico,113228.7332,1885.28112086
Gustavo A. Madero,Bajo,Ciudad de MÃ©xico,265915.239401,2374.36482699
Venustiano Carranza,Alto,Ciudad de MÃ©xico,225085.13721100002,2011.5852848000002
Venustiano Carranza,Bajo,Ciudad de MÃ©xico,179556.077861,2046.77014119
Venustiano Carranza,Alto,Ciudad de MÃ©xico,192685.289424,3403.26797699
Venustiano Carranza,Muy Bajo,Ciudad de MÃ©xico,116710.60315899999,1441.95276576
Venustiano Carranza,Medio,Ciudad de MÃ©xico,171940.198341,1695.34237379
Venustiano Carranza,Medio,Ciudad de MÃ©xico,151912.61765899998,1803.49500297
Venustiano Carranza,Medio,Ciudad de MÃ©xico,288056.125657,2247.27696862
Venustiano Carranza,Alto,Ciudad de MÃ©xico,205028.00041900002,2022.60323734
Iztapalapa,Medio,Ciudad de MÃ©xico,211213.949888,2444.31455617
Azcapotzalco,Medio,Ciudad de MÃ©xico,339625.134481,2511.8835379
Gustavo A. Madero,Bajo,Ciudad de MÃ©xico,236572.526031,2647.54748713
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,353092.170255,2715.61037509
Venustiano Carranza,Medio,Ciudad de MÃ©xico,164622.703898,2258.12219558
Venustiano Carranza,Medio,Ciudad de MÃ©xico,207197.24947,1899.18289412
Venustiano Carranza,Bajo,Ciudad de MÃ©xico,199359.85953299998,1816.33437745
Xochimilco,Alto,Ciudad de MÃ©xico,193874.80968099998,1969.92474162
Tlalpan,Bajo,Ciudad de MÃ©xico,84076.58680739999,1266.6502679000002
Iztapalapa,Medio,Ciudad de MÃ©xico,94453.3164316,1270.26578598
Iztapalapa,Bajo,Ciudad de MÃ©xico,52460.5325147,1412.05923311
Iztapalapa,Alto,Ciudad de MÃ©xico,273396.42424,2283.13738397
Tlalpan,Bajo,Ciudad de MÃ©xico,322923.787714,2656.54550482
Tlalpan,Bajo,Ciudad de MÃ©xico,377833.698128,3070.06071158
Iztacalco,Alto,Ciudad de MÃ©xico,100992.417545,1493.07514818
Iztapalapa,Medio,Ciudad de MÃ©xico,234501.29494899997,2543.37039746
Iztapalapa,Alto,Ciudad de MÃ©xico,280715.796864,2132.70821744
Iztapalapa,Muy Alto,Ciudad de MÃ©xico,257555.59116399998,3007.60628405
Iztapalapa,Alto,Ciudad de MÃ©xico,563217.43609,3249.09281034
Iztacalco,Medio,Ciudad de MÃ©xico,103200.71409400001,1365.00631113
Iztapalapa,Muy Alto,Ciudad de MÃ©xico,597067.147426,3977.62304438
Iztapalapa,Bajo,Ciudad de MÃ©xico,81617.2966013,1710.76131182
Iztapalapa,Medio,Ciudad de MÃ©xico,152683.49559200002,1722.57096751
Iztapalapa,Muy Alto,Ciudad de MÃ©xico,14792.7833766,602.062928555
Iztapalapa,Alto,Ciudad de MÃ©xico,303792.89548400004,2456.04124644
Iztapalapa,Muy Alto,Ciudad de MÃ©xico,285763.47057600005,2616.43892727
Tlalpan,Bajo,Ciudad de MÃ©xico,354949.82612399996,2876.54535036
Tlalpan,Bajo,Ciudad de MÃ©xico,189966.46868,2888.68032197
Iztapalapa,Medio,Ciudad de MÃ©xico,148957.081798,1862.93319351
Iztapalapa,Medio,Ciudad de MÃ©xico,220502.75004800002,2398.99030883
Iztapalapa,Alto,Ciudad de MÃ©xico,205040.391065,1908.92341931
Xochimilco,Alto,Ciudad de México,781865.200838,5178.11359091
Iztapalapa,Medio,Ciudad de México,129680.886964,1662.81175266
Iztapalapa,Alto,Ciudad de México,434885.441038,3156.56926672
Iztapalapa,Medio,Ciudad de México,244805.286671,2110.39262937
Xochimilco,Muy Alto,Ciudad de México,238466.53289200002,2520.74941272
Iztacalco,Medio,Ciudad de México,101512.33469199999,1339.70184903
Xochimilco,Alto,Ciudad de México,311546.669243,3896.75773644
Iztapalapa,Alto,Ciudad de México,136357.491079,1540.39054759
Tlalpan,Bajo,Ciudad de México,68605.8167601,1543.37936818
Iztapalapa,Alto,Ciudad de México,296180.539676,3060.73471813
Iztapalapa,Alto,Ciudad de México,102090.285288,1462.76604874
Gustavo A. Madero,Medio,Ciudad de México,274767.98932399997,2215.92185601
Gustavo A. Madero,Bajo,Ciudad de México,236572.526031,2647.54748713
Iztacalco,Alto,Ciudad de México,88281.7920204,1362.91332708
Iztacalco,Medio,Ciudad de México,264703.582789,2541.37414175
Iztacalco,Medio,Ciudad de México,125140.060197,1691.82076374
Iztacalco,Alto,Ciudad de México,165998.20345,2060.40237489
Azcapotzalco,Bajo,Ciudad de México,447261.883433,2974.83268968
Gustavo A. Madero,Bajo,Ciudad de México,117190.814999,1410.99869787
Gustavo A. Madero,Medio,Ciudad de México,187243.163603,2374.19575582
Coyoacán,Bajo,Ciudad de México,128706.56210899999,1712.27042974
Gustavo A. Madero,Bajo,Ciudad de México,260343.11943400002,2370.42386648
Gustavo A. Madero,Alto,Ciudad de México,57766.3501207,1000.49876756
Coyoacán,Bajo,Ciudad de México,143397.70991099998,1518.24864506
Coyoacán,Bajo,Ciudad de México,167508.372792,1685.09827832
Iztapalapa,Muy Bajo,Ciudad de México,543069.087847,2907.95610349
Iztapalapa,Alto,Ciudad de México,206349.739133,2294.34344822
Iztapalapa,Alto,Ciudad de México,783822.611818,3908.8165465
Iztapalapa,Medio,Ciudad de México,686986.728578,4837.77293156
Cuauhtémoc,Muy Bajo,Ciudad de México,271844.928815,2196.94823853
Venustiano Carranza,Alto,Ciudad de México,19149.821986000003,824.248845228
Venustiano Carranza,Bajo,Ciudad de México,110258.64391900001,1527.17677943
Cuauhtémoc,Medio,Ciudad de México,107967.260626,1726.18354877
Cuauhtémoc,Muy Bajo,Ciudad de México,25792.508448599998,686.270427455
Cuauhtémoc,Muy Bajo,Ciudad de México,33192.551513800005,1003.53181306
Cuauhtémoc,Muy Bajo,Ciudad de México,32918.2671148,912.695821817
Venustiano Carranza,Alto,Ciudad de México,183094.541646,1870.59716015
Cuauhtémoc,Muy Bajo,Ciudad de México,28504.030784900002,714.103337952
Cuauhtémoc,Muy Bajo,Ciudad de México,127240.679413,1778.82031668
Gustavo A. Madero,Alto,Ciudad de México,163342.390273,1782.81061106
Iztacalco,Medio,Ciudad de México,318082.548505,3365.65613527
Cuauhtémoc,Medio,Ciudad de México,226270.330571,2427.77767948
Iztacalco,Muy Bajo,Ciudad de México,213334.154153,2147.24222187
Cuauhtémoc,Alto,Ciudad de México,348392.99215999997,2768.37532883
Gustavo A. Madero,Bajo,Ciudad de México,265915.239401,2374.36482699
Cuauhtémoc,Muy Bajo,Ciudad de México,125040.503709,1565.10251957
Cuauhtémoc,Medio,Ciudad de México,224135.509648,2060.83246173
Cuauhtémoc,Bajo,Ciudad de México,332790.442279,2656.15585627
Cuauhtémoc,Muy Bajo,Ciudad de México,221640.834208,2293.68446079
Venustiano Carranza,Medio,Ciudad de México,137108.373382,2615.99263323
Venustiano Carranza,Medio,Ciudad de México,295829.388898,2268.66022238
Venustiano Carranza,Alto,Ciudad de México,172972.419816,2178.1305999
Venustiano Carranza,Bajo,Ciudad de México,242827.332477,2373.17713999
Iztapalapa,Muy Alto,Ciudad de México,301077.75945300004,3063.07579422
Iztapalapa,Muy Bajo,Ciudad de México,36661.1145806,1012.76103075
Iztapalapa,Alto,Ciudad de México,191091.004966,1884.13479353
Iztapalapa,Alto,Ciudad de México,420708.47210199997,4868.60210949
Iztapalapa,Alto,Ciudad de México,168285.77250999998,1845.50772399
Iztapalapa,Muy Alto,Ciudad de México,64626.5161846,1693.00715511
Iztapalapa,Medio,Ciudad de México,65875.27294889999,1042.02617974
Iztacalco,Medio,Ciudad de México,341022.477563,3005.05307981
Iztacalco,Muy Bajo,Ciudad de México,185571.428134,1973.35369724
Iztapalapa,Alto,Ciudad de México,310852.897308,2609.95590134
Iztacalco,Medio,Ciudad de México,110489.38696300001,1903.07097038
Iztapalapa,Alto,Ciudad de México,164741.688806,2612.24893612
Iztapalapa,Medio,Ciudad de México,132262.97172899998,1809.75287916
Iztapalapa,Medio,Ciudad de México,339455.288871,2594.96267052
Iztapalapa,Medio,Ciudad de México,535186.7232479999,2932.63310136
Iztapalapa,Muy Alto,Ciudad de México,37639.640976300005,972.27921078
Tlalpan,Muy Bajo,Ciudad de México,324220.15851,2251.66354007
Iztapalapa,Medio,Ciudad de México,207040.95251,3361.72561012
Iztapalapa,Alto,Ciudad de México,227978.01736799997,1984.38134153
Iztapalapa,Alto,Ciudad de México,274822.286524,2344.81087707
Iztapalapa,Medio,Ciudad de México,236032.946338,2471.04951832
Azcapotzalco,Bajo,Ciudad de México,100664.579257,1832.55713088
Gustavo A. Madero,Bajo,Ciudad de México,267155.098983,2335.19365097
Azcapotzalco,Bajo,Ciudad de México,240228.424041,2740.99709995
Coyoacán,Muy Bajo,Ciudad de México,652219.324649,4073.85534862
Venustiano Carranza,Alto,Ciudad de MÃ©xico,22732.5047513,695.6856740439999
Iztacalco,Alto,Ciudad de MÃ©xico,347683.002896,2717.21697905
Gustavo A. Madero,Alto,Ciudad de MÃ©xico,398920.743472,3479.03590751
Iztacalco,Bajo,Ciudad de MÃ©xico,188197.195706,2058.31618436
Gustavo A. Madero,Alto,Ciudad de MÃ©xico,222619.99938899998,2379.79675751
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,195594.162245,2110.64704825
Iztacalco,Medio,Ciudad de MÃ©xico,362021.954658,2570.01648041
Gustavo A. Madero,Alto,Ciudad de MÃ©xico,279455.658593,2364.00291494
Iztacalco,Bajo,Ciudad de MÃ©xico,143830.106982,1630.95460314
Gustavo A. Madero,Bajo,Ciudad de MÃ©xico,194455.036392,1781.9646151999998
Gustavo A. Madero,Bajo,Ciudad de MÃ©xico,213236.09735,2108.19271145
Iztacalco,Alto,Ciudad de MÃ©xico,91354.43393530001,1267.79917772
Venustiano Carranza,Bajo,Ciudad de MÃ©xico,202615.478215,2804.73907922
Venustiano Carranza,Alto,Ciudad de MÃ©xico,152044.056629,1829.36075611
Miguel Hidalgo,Muy Bajo,Ciudad de MÃ©xico,288050.83697,2745.16861559
Venustiano Carranza,Bajo,Ciudad de MÃ©xico,88139.8537815,1455.49593397
Venustiano Carranza,Medio,Ciudad de MÃ©xico,179369.638701,1769.09010201
Venustiano Carranza,Muy Bajo,Ciudad de MÃ©xico,78932.4626613,1837.861605
Venustiano Carranza,Alto,Ciudad de MÃ©xico,142488.860916,1861.50211299
Iztapalapa,Medio,Ciudad de MÃ©xico,69313.4522615,1204.3242455999998
Iztacalco,Alto,Ciudad de MÃ©xico,106057.262672,1872.8980274
Tlalpan,Bajo,Ciudad de MÃ©xico,376386.583183,3178.68030683
Iztapalapa,Alto,Ciudad de MÃ©xico,365614.178206,3633.52019453
Iztapalapa,Medio,Ciudad de MÃ©xico,205354.42214100002,2008.48275556
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,479855.656818,3038.21999967
Iztacalco,Muy Bajo,Ciudad de MÃ©xico,134868.56063199998,1604.06117084
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,149013.442849,1709.8298110999997
Gustavo A. Madero,Bajo,Ciudad de MÃ©xico,194184.622144,1999.29168792
Iztacalco,Alto,Ciudad de MÃ©xico,201651.757718,2080.09967233
Gustavo A. Madero,Bajo,Ciudad de MÃ©xico,51325.8904204,1261.69518483
Iztacalco,Bajo,Ciudad de MÃ©xico,130860.34153599999,1604.05813494
Iztacalco,Medio,Ciudad de MÃ©xico,175173.93788399998,2463.25538752
Iztacalco,Medio,Ciudad de MÃ©xico,102805.160372,1347.83379382
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,198209.05260599998,1891.14740965
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,290373.08194400003,2221.87828389
Azcapotzalco,Bajo,Ciudad de MÃ©xico,240228.424041,2740.99709995
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,267431.566299,2791.86115637
Azcapotzalco,Medio,Ciudad de MÃ©xico,149451.410833,1626.34108647
Iztapalapa,Medio,Ciudad de MÃ©xico,159508.84063800002,1603.95467872
Iztapalapa,Medio,Ciudad de MÃ©xico,174813.08907000002,2175.94113141
Azcapotzalco,Medio,Ciudad de MÃ©xico,174053.010407,2021.7255469999998
Miguel Hidalgo,Muy Bajo,Ciudad de MÃ©xico,396052.092428,4246.23618254
Venustiano Carranza,Muy Alto,Ciudad de MÃ©xico,137699.805575,1703.13583483
Venustiano Carranza,Muy Bajo,Ciudad de MÃ©xico,71529.0863742,1315.47025867
Venustiano Carranza,Bajo,Ciudad de MÃ©xico,179024.885572,1926.25484091
Iztapalapa,Medio,Ciudad de MÃ©xico,129680.886964,1662.81175266
Iztapalapa,Alto,Ciudad de MÃ©xico,312031.270798,2682.9944173
Venustiano Carranza,Medio,Ciudad de MÃ©xico,208109.14667000002,1910.35819089
Xochimilco,Medio,Ciudad de MÃ©xico,258083.3778,2443.10247328
Xochimilco,Bajo,Ciudad de MÃ©xico,594457.02628,3080.02495801
Xochimilco,Muy Alto,Ciudad de MÃ©xico,1971701.3973700001,5988.66554126
Tlalpan,Muy Bajo,Ciudad de MÃ©xico,181166.946451,2216.92777896
Xochimilco,Muy Bajo,Ciudad de MÃ©xico,228171.40529,2318.79668394
Tlalpan,Muy Bajo,Ciudad de MÃ©xico,47630.645502900006,886.4717303819999
Xochimilco,Muy Bajo,Ciudad de MÃ©xico,763846.55636,3674.42553823
Iztacalco,Medio,Ciudad de MÃ©xico,300355.063802,2409.4265513
Iztapalapa,Alto,Ciudad de MÃ©xico,420807.130334,3375.00447851
Iztapalapa,Muy Alto,Ciudad de MÃ©xico,155891.62849200002,1790.3669897999998
Iztapalapa,Muy Alto,Ciudad de MÃ©xico,199916.628301,1820.73765309
Iztapalapa,Alto,Ciudad de MÃ©xico,251966.16447199997,2090.00553912
Iztapalapa,Muy Alto,Ciudad de MÃ©xico,73136.5161413,1080.8512077
Iztapalapa,Muy Alto,Ciudad de MÃ©xico,556893.068241,3586.21589
Iztapalapa,Medio,Ciudad de MÃ©xico,375523.598653,2639.92431877
Iztapalapa,Muy Alto,Ciudad de MÃ©xico,158158.375732,1607.36277147
Iztapalapa,Alto,Ciudad de MÃ©xico,401944.987167,2572.75243462
Iztacalco,Muy Bajo,Ciudad de MÃ©xico,147597.858279,1915.09515633
Iztacalco,Bajo,Ciudad de MÃ©xico,105996.375698,1315.95802538
Iztapalapa,Muy Alto,Ciudad de MÃ©xico,16128.7718411,562.791076175
Iztapalapa,Alto,Ciudad de MÃ©xico,14703.750016999998,488.540490029
Iztapalapa,Alto,Ciudad de MÃ©xico,334787.926904,3578.80978286
Iztapalapa,Alto,Ciudad de MÃ©xico,291464.93604899995,2901.57300693
Iztapalapa,Alto,Ciudad de MÃ©xico,374625.623067,3166.92457466
Xochimilco,Medio,Ciudad de México,53528.760180000005,1358.54634422
Benito Juárez,Muy Bajo,Ciudad de México,202062.408324,2113.71385722
Benito Juárez,Muy Bajo,Ciudad de México,461450.714855,3357.60918901
Benito Juárez,Muy Bajo,Ciudad de México,263745.307966,2021.39560348
Benito Juárez,Muy Bajo,Ciudad de México,157960.917963,1718.37650937
Benito Juárez,Muy Bajo,Ciudad de México,258310.65902300001,2243.8911427
Xochimilco,Bajo,Ciudad de México,116137.41392400001,1509.04785101
Xochimilco,Alto,Ciudad de México,1167978.6842399999,6886.84272289
Tláhuac,Muy Alto,Ciudad de México,198506.957543,2530.63350549
Tláhuac,Alto,Ciudad de México,792934.358117,3819.69573129
Tlalpan,Medio,Ciudad de México,308719.365946,2863.90522467
Tláhuac,Alto,Ciudad de México,147841.797564,1552.05393725
Xochimilco,Medio,Ciudad de México,928870.6385629999,4810.42634784
Tláhuac,Alto,Ciudad de México,350209.574233,2908.95259388
Tláhuac,Medio,Ciudad de México,222300.56302600002,2559.14103265
Tláhuac,Bajo,Ciudad de México,140747.18162000002,1841.6299737999998
Venustiano Carranza,Muy Bajo,Ciudad de MÃ©xico,81282.1212091,1132.30906756
Gustavo A. Madero,Alto,Ciudad de MÃ©xico,173269.17579,3117.79823083
Iztacalco,Alto,Ciudad de MÃ©xico,124790.327198,1493.05425183
Gustavo A. Madero,Bajo,Ciudad de MÃ©xico,194660.23424000002,1791.40742624
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,273484.193219,2099.5969597
Iztacalco,Muy Bajo,Ciudad de MÃ©xico,165907.575411,1968.59707009
Iztacalco,Muy Bajo,Ciudad de MÃ©xico,188247.32536800002,1838.49115082
Gustavo A. Madero,Bajo,Ciudad de MÃ©xico,189365.613375,1913.724173
Venustiano Carranza,Medio,Ciudad de MÃ©xico,266483.105302,2623.71041935
Venustiano Carranza,Bajo,Ciudad de MÃ©xico,225054.830077,2060.36447283
Venustiano Carranza,Bajo,Ciudad de MÃ©xico,179734.495055,1879.79695996
Venustiano Carranza,Medio,Ciudad de MÃ©xico,137108.373382,2615.99263323
Miguel Hidalgo,Muy Bajo,Ciudad de MÃ©xico,141909.408518,2824.77859564
Venustiano Carranza,Alto,Ciudad de MÃ©xico,172972.419816,2178.1305999
Venustiano Carranza,Muy Bajo,Ciudad de MÃ©xico,64271.525663600005,1074.53438293
Xochimilco,Alto,Ciudad de MÃ©xico,48557.4532418,1320.63322599
Iztapalapa,Medio,Ciudad de MÃ©xico,116216.518528,1598.0561173
Iztacalco,Medio,Ciudad de MÃ©xico,108039.403603,2237.6240452
Iztacalco,Muy Bajo,Ciudad de MÃ©xico,70630.4704877,1169.30367404
Gustavo A. Madero,Muy Bajo,Ciudad de MÃ©xico,51975.348281,1185.19411835
Azcapotzalco,Bajo,Ciudad de MÃ©xico,447261.883433,2974.83268968
Gustavo A. Madero,Alto,Ciudad de MÃ©xico,257551.631151,2067.96220398
Gustavo A. Madero,Alto,Ciudad de MÃ©xico,116207.739901,1575.97763671
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,187243.163603,2374.19575582
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,135658.371505,1489.3226557
Azcapotzalco,Bajo,Ciudad de MÃ©xico,332294.002836,2932.58843183
Gustavo A. Madero,Alto,Ciudad de MÃ©xico,57766.3501207,1000.49876756
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,181639.09031099998,1931.81301624
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,210646.92570999998,2294.02411489
Iztapalapa,Alto,Ciudad de MÃ©xico,397459.202795,3822.71171784
Iztapalapa,Muy Alto,Ciudad de MÃ©xico,396103.735443,2794.86290251
Iztapalapa,Alto,Ciudad de MÃ©xico,120487.61541700001,1423.76034258
Gustavo A. Madero,Bajo,Ciudad de MÃ©xico,201347.847712,2275.13284488
Venustiano Carranza,Muy Bajo,Ciudad de MÃ©xico,129488.93590899999,1531.06591346
Venustiano Carranza,Muy Bajo,Ciudad de MÃ©xico,71681.8710046,1144.62600549
Iztapalapa,Alto,Ciudad de MÃ©xico,259859.14286700002,2399.37289338
Xochimilco,Alto,Ciudad de MÃ©xico,701502.5810939999,4384.47497949
Xochimilco,Alto,Ciudad de MÃ©xico,141590.66646900002,2335.11331499
Tlalpan,Muy Bajo,Ciudad de MÃ©xico,254362.272467,2125.72125509
Iztapalapa,Medio,Ciudad de MÃ©xico,128253.972325,1745.17326306
Iztapalapa,Alto,Ciudad de MÃ©xico,140355.674176,2076.25616369
Iztapalapa,Medio,Ciudad de MÃ©xico,99535.5228618,1823.00845462
Iztapalapa,Muy Alto,Ciudad de MÃ©xico,301077.75945300004,3063.07579422
Iztapalapa,Muy Bajo,Ciudad de MÃ©xico,36661.1145806,1012.76103075
Iztapalapa,Muy Alto,Ciudad de MÃ©xico,229925.076915,3417.87545054
Iztacalco,Medio,Ciudad de MÃ©xico,280366.910195,2762.1075809999998
Gustavo A. Madero,Medio,Ciudad de MÃ©xico,189643.216346,1850.02068422
Iztapalapa,Alto,Ciudad de MÃ©xico,225488.858073,2113.09458281
Iztapalapa,Bajo,Ciudad de MÃ©xico,206814.360523,2431.6576774
Iztapalapa,Alto,Ciudad de MÃ©xico,407647.507027,2774.51492275
Iztapalapa,Medio,Ciudad de MÃ©xico,651495.934544,4209.65053209
Iztacalco,Alto,Ciudad de MÃ©xico,60161.533644,1145.74712882
Iztapalapa,Medio,Ciudad de MÃ©xico,26861.4425954,774.887642424
Iztapalapa,Muy Bajo,Ciudad de MÃ©xico,342439.08481100004,2411.16400775
Iztapalapa,Muy Bajo,Ciudad de MÃ©xico,95471.4259151,1907.45950937
Tlalpan,Muy Bajo,Ciudad de MÃ©xico,324220.15851,2251.66354007
Iztapalapa,Medio,Ciudad de MÃ©xico,207040.95251,3361.72561012
Iztapalapa,Medio,Ciudad de MÃ©xico,246770.55406999998,2868.46268836
Iztapalapa,Medio,Ciudad de MÃ©xico,180190.89726099998,1886.55470481
Iztapalapa,Bajo,Ciudad de MÃ©xico,130630.08980799999,1506.08129303
Gustavo A. Madero,Medio,Ciudad de México,228532.099401,2386.75020959
Coyoacán,Bajo,Ciudad de México,342856.832298,2730.59975754
Azcapotzalco,Medio,Ciudad de México,146458.766832,1699.16543033
Azcapotzalco,Alto,Ciudad de México,2043972.64755,6923.90307757
Gustavo A. Madero,Medio,Ciudad de México,210646.92570999998,2294.02411489
Iztapalapa,Medio,Ciudad de México,97338.29643510001,1371.74271483
Iztapalapa,Muy Alto,Ciudad de México,606272.457494,4140.0597951
Iztapalapa,Alto,Ciudad de México,90105.0734006,1558.08473678
Iztapalapa,Alto,Ciudad de México,179648.057594,1780.77566996
Iztapalapa,Muy Alto,Ciudad de México,396103.735443,2794.86290251
Coyoacán,Bajo,Ciudad de México,124380.919998,1809.94305953
Iztapalapa,Bajo,Ciudad de México,297359.313563,2318.15718874
Coyoacán,Muy Bajo,Ciudad de México,138910.637632,1704.67738867
Cuauhtémoc,Muy Bajo,Ciudad de México,361654.669458,2437.13776554
Azcapotzalco,Medio,Ciudad de México,227932.770172,2071.34405753
Azcapotzalco,Bajo,Ciudad de México,175967.763773,1642.1233412999998
Venustiano Carranza,Alto,Ciudad de México,126179.807876,1477.26220922
Venustiano Carranza,Bajo,Ciudad de México,79065.9854243,1385.50393241
Venustiano Carranza,Medio,Ciudad de México,206306.652282,2568.17807699
Venustiano Carranza,Bajo,Ciudad de México,157871.02764000001,1748.40392186
Venustiano Carranza,Bajo,Ciudad de México,179024.885572,1926.25484091
Benito Juárez,Muy Bajo,Ciudad de México,282463.711865,2345.91061736
Cuauhtémoc,Muy Bajo,Ciudad de México,31110.846946900005,761.9705467939999
Cuauhtémoc,Muy Bajo,Ciudad de México,242194.762854,2080.9362487999997
Cuauhtémoc,Muy Bajo,Ciudad de México,30921.2920323,752.165126032
Miguel Hidalgo,Bajo,Ciudad de México,382174.787128,2838.84859347
Venustiano Carranza,Muy Bajo,Ciudad de México,153886.850271,1853.18246917
Gustavo A. Madero,Medio,Ciudad de México,237720.64520199999,1957.30177361
Cuauhtémoc,Medio,Ciudad de México,272796.20048,2133.3400275
Benito Juárez,Muy Bajo,Ciudad de México,212544.386643,2045.24124648
Iztacalco,Medio,Ciudad de México,357636.540646,2793.23358443
Iztacalco,Medio,Ciudad de México,225317.10204499998,2046.32114665
Iztacalco,Bajo,Ciudad de México,252916.577023,2440.07576582
Cuauhtémoc,Alto,Ciudad de México,221512.79932600004,2118.16021205
Cuauhtémoc,Medio,Ciudad de México,267550.716916,2448.70629608
Gustavo A. Madero,Medio,Ciudad de México,114429.960199,1468.81677265
Gustavo A. Madero,Medio,Ciudad de México,302450.118081,2391.34126081
Iztacalco,Medio,Ciudad de México,113228.7332,1885.28112086
Cuauhtémoc,Muy Bajo,Ciudad de México,164657.588923,1768.13431152
Gustavo A. Madero,Alto,Ciudad de México,117726.904711,1711.38628311
Venustiano Carranza,Medio,Ciudad de México,90847.8381625,1379.7988275999999
Venustiano Carranza,Alto,Ciudad de México,152044.056629,1829.36075611
Cuauhtémoc,Muy Bajo,Ciudad de México,153936.79970899998,1789.41881329
Venustiano Carranza,Alto,Ciudad de México,192685.289424,3403.26797699
Venustiano Carranza,Medio,Ciudad de México,266483.105302,2623.71041935
Venustiano Carranza,Alto,Ciudad de México,324050.227063,3052.89300692
Venustiano Carranza,Medio,Ciudad de México,288056.125657,2247.27696862
Venustiano Carranza,Alto,Ciudad de México,142488.860916,1861.50211299
